poll_id,pollster_id,pollster,sponsor_ids,sponsors,display_name,pollster_rating_id,pollster_rating_name,fte_grade,methodology,state,start_date,end_date,sponsor_candidate_id,sponsor_candidate,sponsor_candidate_party,question_id,sample_size,population,subpopulation,population_full,tracking,created_at,notes,url,source,internal,partisan,race_id,cycle,office_type,seat_number,seat_name,election_date,stage,nationwide_batch,ranked_choice_reallocated,ranked_choice_round,party,answer,candidate_id,candidate_name,pct
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167717,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pompeo,16652,Mike Pompeo,2.1
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167718,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Trump,16651,Donald Trump,47.9
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167718,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,T. Scott,16648,Tim Scott,22.8
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167718,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Haley,16640,Nimrata R. Haley,21.1
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167718,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pompeo,16652,Mike Pompeo,4.8
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167718,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pence,16638,Mike Pence,3.4
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167719,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Trump,16651,Donald Trump,51.6
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167719,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Haley,16640,Nimrata R. Haley,32.8
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167719,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pompeo,16652,Mike Pompeo,9.2
82068,1250,Trafalgar Group,,,Trafalgar Group,338,Trafalgar Group,A-,IVR/Online/Text/Live Phone,,1/24/2023,1/26/2023,,,,167719,1078,lv,,lv,,1/27/2023 18:08,,https://www.thetrafalgargroup.org/wp-content/uploads/2023/01/SC-GOP-PPP-Poll-Report-0127.pdf,,FALSE,REP,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pence,16638,Mike Pence,6.4
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Trump,16651,Donald Trump,36
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pence,16638,Mike Pence,8
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Haley,16640,Nimrata R. Haley,2
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Romney,16642,Mitt Romney,2
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Cruz,16641,Ted Cruz,2
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Rubio,16643,Marco Rubio,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pompeo,16652,Mike Pompeo,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,34
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Hogan,16657,Larry Hogan,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,T. Scott,16648,Tim Scott,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Hawley,16656,Josh Hawley,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Abbott,16740,Greg Abbott,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Noem,16649,Kristi Noem,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,R. Scott,16647,Rick Scott,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Cheney,20699,Liz Cheney,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Christie,16659,Chris Christie,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Youngkin,28708,Glenn Youngkin,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Suarez,30749,Francis Suarez,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Gabbard,30795,Tulsi Gabbard,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Hurd,30078,Will Hurd,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167713,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Sununu,30056,Chris Sununu,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167714,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Trump,16651,Donald Trump,43
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167714,467,lv,r,lv-r,,1/27/2023 10:13,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,48
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Harris,16661,Kamala Harris,23
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Buttigieg,16662,Pete Buttigieg,11
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Ocasio-Cortez,16664,Alexandria Ocasio-Cortez,9
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Warren,19237,Elizabeth Warren,8
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Newsom,18945,Gavin Newsom,8
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Klobuchar,16671,Amy Klobuchar,4
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Abrams,16708,Stacey Abrams,4
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Booker,16666,Cory A. Booker,4
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Whitmer,28588,Gretchen Whitmer,3
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Pritzker,28732,J.B. Pritzker,3
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Raimondo,28745,Gina M. Raimondo,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Polis,29345,Jared Polis,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Warnock,30192,Raphael Warnock,1
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Beshear,28587,Andy Beshear,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Cooper,28743,Roy A. Cooper,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,P. Murphy,28794,Philip Murphy,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Adams,28744,Eric L. Adams,0
82067,1302,Echelon Insights,,,Echelon Insights,407,Echelon Insights,B/C,Online,,1/23/2023,1/25/2023,,,,167715,467,lv,r,lv-r,,1/27/2023 10:14,,https://echeloninsights.com/in-the-news/january-2023/,,FALSE,,8915,2024,U.S. President,0,,,primary,FALSE,FALSE,,DEM,Landrieu,28793,Mitch Landrieu,0
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Trump,16651,Donald Trump,43
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,DeSantis,16646,Ron DeSantis,31
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Pence,16638,Mike Pence,5
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Romney,16642,Mitt Romney,2
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Rubio,16643,Marco Rubio,0
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Abbott,16740,Greg Abbott,0
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Kasich,16644,John Richard Kasich,2
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,T. Scott,16648,Tim Scott,1
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Hogan,16657,Larry Hogan,1
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Cheney,20699,Liz Cheney,3
82063,294,McLaughlin,,,McLaughlin & Associates,203,McLaughlin & Associates,C/D,Online,,1/19/2023,1/24/2023,,,,167672,457,lv,r,lv-r,,1/26/2023 14:51,,https://mclaughlinonline.com/pols/wp-content/uploads/2023/01/National-January-Presentation-RELEASE-01-24-23.pdf,,FALSE,,8916,2024,U.S. President,0,,,primary,FALSE,FALSE,,REP,Bolton,28763,John R. Bolton,0
